dteday,hr,weathersit,temp,atemp,hum,windspeed,casual,cnt
2011-04-02,23,1,0.32,0.3182,0.61,0.1642,20,0.05333333333333334
2011-04-03,1,1,0.3,0.3182,0.61,0.1045,8,0.033846153846153845
2011-04-03,3,1,0.3,0.3333,0.61,0.0,3,0.010256410256410256
2011-04-03,5,1,0.28,0.2727,0.65,0.2239,1,0.0041025641025641026
2011-04-03,6,1,0.28,0.2727,0.65,0.1939999999999999,10,0.03282051282051282
2011-04-03,8,1,0.34,0.3333,0.57,0.1642,18,0.06256410256410257
2011-04-03,10,1,0.4,0.4091,0.43,0.4179,111,0.2194871794871795
2011-04-03,15,2,0.46,0.4545,0.33,0.0,174,0.29846153846153844
2011-04-03,16,2,0.46,0.4545,0.31,0.1939999999999999,147,0.30974358974358973
2011-04-03,17,2,0.46,0.4545,0.28,0.1343,148,0.28
2011-04-03,19,2,0.42,0.4242,0.44,0.1939999999999999,51,0.14666666666666667
2011-04-03,20,3,0.42,0.4242,0.41,0.2239,24,0.08
2011-04-03,22,1,0.4,0.4091,0.43,0.1045,7,0.035897435897435895
2011-04-03,23,1,0.4,0.4091,0.5,0.0896,9,0.03076923076923077
2011-04-04,0,1,0.4,0.4091,0.5,0.2239,1,0.005128205128205128
2011-04-04,4,1,0.38,0.3939,0.71,0.2985,1,0.0010256410256410256
2011-04-04,7,2,0.44,0.4394,0.54,0.2537,7,0.16
2011-04-04,8,2,0.46,0.4545,0.55,0.2985,31,0.3466666666666667
2011-04-04,9,2,0.5,0.4848,0.51,0.3881,24,0.16102564102564101
2011-04-04,10,2,0.54,0.5152,0.45,0.3582,35,0.09128205128205129
2011-04-04,12,1,0.64,0.6212,0.36,0.4627,59,0.16
2011-04-04,13,1,0.68,0.6364,0.34,0.3284,47,0.14153846153846153
2011-04-04,14,2,0.74,0.6515,0.27,0.4925,47,0.12512820512820513
2011-04-04,16,1,0.76,0.6515,0.22,0.5224,59,0.19282051282051282
2011-04-04,17,1,0.74,0.6515,0.23,0.6119,83,0.37435897435897436
2011-04-04,19,1,0.7,0.6364,0.24,0.4627,51,0.2841025641025641
2011-04-04,20,2,0.7,0.6364,0.24,0.5522,40,0.1764102564102564
2011-04-04,21,2,0.7,0.6364,0.3,0.4478,19,0.09641025641025641
2011-04-04,22,2,0.68,0.6364,0.36,0.4627,17,0.0758974358974359
2011-04-04,23,2,0.64,0.6212,0.47,0.2239,18,0.048205128205128206
2011-04-05,1,3,0.62,0.6212,0.57,0.4179,10,0.014358974358974359
2011-04-05,2,2,0.54,0.5152,0.73,0.3284,0,0.0041025641025641026
2011-04-05,3,2,0.54,0.5152,0.73,0.3284,1,0.003076923076923077
2011-04-05,6,2,0.48,0.4697,0.88,0.3284,2,0.03794871794871795
2011-04-05,7,2,0.48,0.4697,0.88,0.3284,10,0.13641025641025642
2011-04-05,8,3,0.38,0.3939,0.87,0.5821,9,0.16
2011-04-05,9,3,0.36,0.3182,0.87,0.4925,2,0.046153846153846156
2011-04-05,10,3,0.34,0.303,0.81,0.3881,3,0.027692307692307693
2011-04-05,13,2,0.36,0.3333,0.63,0.4179,5,0.05641025641025641
2011-04-05,15,1,0.4,0.4091,0.46,0.4627,6,0.06871794871794872
2011-04-05,16,1,0.38,0.3939,0.46,0.4179,17,0.13230769230769232
2011-04-05,18,1,0.38,0.3939,0.4,0.4925,19,0.27282051282051284
2011-04-05,22,1,0.32,0.303,0.49,0.2985,3,0.046153846153846156
2011-04-06,0,1,0.3,0.3182,0.49,0.1045,0,0.014358974358974359
2011-04-06,3,1,0.26,0.2727,0.6,0.1343,0,0.003076923076923077
2011-04-06,4,1,0.24,0.2424,0.65,0.1343,0,0.0
2011-04-06,5,1,0.24,0.2576,0.7,0.1045,1,0.012307692307692308
2011-04-06,6,1,0.24,0.2576,0.7,0.1045,4,0.05641025641025641
2011-04-06,7,1,0.26,0.2727,0.65,0.1045,3,0.13538461538461538
2011-04-06,8,1,0.32,0.303,0.61,0.2239,17,0.3323076923076923
2011-04-06,9,1,0.36,0.3333,0.46,0.2537,8,0.1682051282051282
2011-04-06,10,1,0.4,0.4091,0.37,0.3881,21,0.06974358974358974
2011-04-06,11,1,0.42,0.4242,0.38,0.3881,23,0.09435897435897436
2011-04-06,12,1,0.44,0.4394,0.41,0.2537,22,0.13641025641025642
2011-04-06,13,1,0.46,0.4545,0.38,0.4925,29,0.11384615384615385
2011-04-06,16,1,0.54,0.5152,0.28,0.4179,27,0.1723076923076923
2011-04-06,17,1,0.52,0.5,0.32,0.4478,53,0.3641025641025641
2011-04-06,20,1,0.46,0.4545,0.51,0.2239,15,0.14358974358974358
2011-04-06,21,1,0.46,0.4545,0.41,0.2836,18,0.10358974358974359
2011-04-07,0,1,0.46,0.4545,0.41,0.2836,5,0.019487179487179488
2011-04-07,1,1,0.42,0.4242,0.47,0.1343,2,0.012307692307692308
2011-04-07,6,1,0.32,0.303,0.81,0.2537,5,0.06461538461538462
2011-04-07,8,1,0.36,0.3485,0.76,0.1939999999999999,23,0.321025641025641
2011-04-07,9,2,0.4,0.4091,0.66,0.1343,15,0.17333333333333334
2011-04-07,11,2,0.46,0.4545,0.55,0.0,36,0.12410256410256411
2011-04-07,12,2,0.46,0.4545,0.55,0.0,39,0.1558974358974359
2011-04-07,13,2,0.52,0.5,0.48,0.0896,36,0.13743589743589743
2011-04-07,15,1,0.6,0.6212,0.38,0.1045,27,0.16307692307692306
2011-04-07,18,1,0.48,0.4697,0.55,0.2537,68,0.3405128205128205
2011-04-07,19,1,0.46,0.4545,0.59,0.2985,34,0.23076923076923078
2011-04-07,22,2,0.4,0.4091,0.76,0.1939999999999999,18,0.08205128205128205
2011-04-08,0,2,0.36,0.3485,0.76,0.2239,4,0.024615384615384615
2011-04-08,2,3,0.34,0.3333,0.76,0.1642,3,0.012307692307692308
2011-04-08,4,2,0.34,0.3333,0.86,0.1343,0,0.0
2011-04-08,5,2,0.32,0.3182,0.87,0.1939999999999999,1,0.008205128205128205
2011-04-08,6,2,0.34,0.3636,0.87,0.0,2,0.03487179487179487
2011-04-08,7,3,0.34,0.3333,0.87,0.1642,4,0.11487179487179487
2011-04-08,8,3,0.34,0.3333,0.87,0.1642,13,0.22564102564102564
2011-04-08,9,2,0.36,0.3485,0.76,0.1939999999999999,17,0.18871794871794872
2011-04-08,10,2,0.36,0.3333,0.71,0.2836,10,0.07384615384615385
2011-04-08,12,3,0.38,0.3939,0.66,0.2239,29,0.08102564102564103
2011-04-08,13,3,0.36,0.3333,0.76,0.2836,7,0.04205128205128205
2011-04-08,14,3,0.34,0.3182,0.87,0.2239,2,0.014358974358974359
2011-04-08,16,2,0.32,0.303,0.93,0.2537,2,0.06051282051282051
2011-04-08,18,3,0.32,0.303,0.93,0.2537,8,0.06256410256410257
2011-04-08,20,2,0.3,0.2727,0.93,0.3284,12,0.06358974358974359
2011-04-08,21,2,0.3,0.2879,0.93,0.2537,11,0.05435897435897436
2011-04-08,22,2,0.3,0.2727,0.93,0.2985,9,0.05128205128205128
2011-04-08,23,2,0.3,0.2879,0.93,0.2239,4,0.03487179487179487
2011-04-09,0,2,0.3,0.2879,0.87,0.2239,5,0.03076923076923077
2011-04-09,1,2,0.3,0.303,0.87,0.1343,3,0.019487179487179488
2011-04-09,2,2,0.32,0.303,0.87,0.2239,2,0.01641025641025641
2011-04-09,3,3,0.3,0.2879,1.0,0.2537,3,0.013333333333333334
2011-04-09,4,3,0.3,0.2727,1.0,0.2537,0,0.0020512820512820513
2011-04-09,6,2,0.3,0.2879,0.93,0.1939999999999999,0,0.012307692307692308
2011-04-09,9,2,0.34,0.3485,0.87,0.1045,27,0.09948717948717949
2011-04-09,10,2,0.34,0.3333,0.87,0.1343,43,0.13538461538461538
2011-04-09,13,2,0.36,0.3788,0.81,0.0,114,0.22666666666666666
2011-04-09,14,2,0.36,0.3485,0.81,0.1343,94,0.2164102564102564
2011-04-09,15,2,0.36,0.3788,0.87,0.0,85,0.20512820512820512
2011-04-09,17,2,0.38,0.3939,0.82,0.0896,128,0.26256410256410256
2011-04-09,19,2,0.38,0.3939,0.82,0.1343,47,0.13230769230769232
2011-04-09,20,2,0.38,0.3939,0.87,0.1642,19,0.09435897435897436
2011-04-09,23,2,0.38,0.3939,0.87,0.0896,12,0.057435897435897436
2011-04-10,0,2,0.38,0.3939,0.87,0.0896,5,0.05333333333333334
2011-04-10,1,2,0.38,0.3939,0.87,0.1343,6,0.036923076923076927
2011-04-10,2,2,0.38,0.3939,0.87,0.0896,12,0.035897435897435895
2011-04-10,6,2,0.36,0.3636,0.93,0.0896,0,0.003076923076923077
2011-04-10,8,2,0.38,0.3939,0.94,0.0896,17,0.055384615384615386
2011-04-10,9,2,0.38,0.3939,0.94,0.1343,31,0.08205128205128205
2011-04-10,10,2,0.4,0.4091,0.87,0.0,69,0.15282051282051282
2011-04-10,11,2,0.4,0.4091,0.87,0.1343,93,0.20615384615384616
2011-04-10,12,2,0.42,0.4242,0.88,0.1343,94,0.23487179487179488
2011-04-10,13,1,0.46,0.4545,0.82,0.1045,121,0.26871794871794874
2011-04-10,14,1,0.5,0.4848,0.72,0.1939999999999999,148,0.28717948717948716
2011-04-10,19,1,0.5,0.4848,0.77,0.1939999999999999,47,0.13333333333333333
2011-04-10,21,1,0.44,0.4394,0.88,0.1939999999999999,18,0.09641025641025641
2011-04-10,22,1,0.44,0.4394,0.94,0.2537,12,0.057435897435897436
2011-04-10,23,1,0.46,0.4545,0.88,0.3582,5,0.031794871794871796
2011-04-11,0,1,0.48,0.4697,0.88,0.3284,7,0.022564102564102566
2011-04-11,2,1,0.46,0.4545,0.94,0.2836,7,0.008205128205128205
2011-04-11,5,1,0.46,0.4545,0.94,0.1939999999999999,1,0.012307692307692308
2011-04-11,7,2,0.5,0.4848,0.88,0.2239,12,0.1794871794871795
2011-04-11,11,2,0.6,0.5909,0.73,0.2985,45,0.10564102564102563
2011-04-11,15,1,0.74,0.6667,0.48,0.5224,56,0.14358974358974358
2011-04-11,16,1,0.74,0.6667,0.48,0.5224,73,0.24
2011-04-11,18,1,0.72,0.6667,0.51,0.3881,93,0.39179487179487177
2011-04-11,20,1,0.68,0.6364,0.57,0.5224,44,0.16923076923076924
2011-04-11,21,1,0.66,0.6212,0.61,0.2537,39,0.16102564102564101
2011-04-12,0,2,0.62,0.6212,0.5,0.1045,11,0.02358974358974359
2011-04-12,2,2,0.6,0.6212,0.53,0.1343,7,0.013333333333333334
2011-04-12,5,2,0.54,0.5152,0.68,0.1343,1,0.015384615384615385
2011-04-12,6,2,0.54,0.5152,0.68,0.2836,3,0.05846153846153846
2011-04-12,8,3,0.48,0.4697,0.88,0.3881,15,0.23076923076923078
2011-04-12,9,3,0.46,0.4545,0.94,0.4925,4,0.05435897435897436
2011-04-12,11,1,0.52,0.5,0.77,0.3582,11,0.04923076923076923
2011-04-12,13,3,0.54,0.5152,0.68,0.2836,22,0.1076923076923077
2011-04-12,15,2,0.48,0.4697,0.77,0.5224,24,0.07897435897435898
2011-04-12,16,2,0.48,0.4697,0.77,0.3881,19,0.10051282051282051
2011-04-12,19,2,0.42,0.4242,0.82,0.2836,3,0.13230769230769232
2011-04-12,20,2,0.42,0.4242,0.82,0.2836,9,0.10461538461538461
2011-04-12,22,2,0.4,0.4091,0.94,0.2985,7,0.05435897435897436
2011-04-12,23,2,0.4,0.4091,0.94,0.2537,8,0.038974358974358976
2011-04-13,0,2,0.4,0.4091,1.0,0.2985,3,0.014358974358974359
2011-04-13,1,2,0.4,0.4091,1.0,0.2985,0,0.0
2011-04-13,2,3,0.4,0.4091,1.0,0.2985,0,0.0010256410256410256
2011-04-13,5,3,0.38,0.3939,0.94,0.2537,1,0.0041025641025641026
2011-04-13,7,3,0.36,0.3485,1.0,0.2239,3,0.07076923076923076
2011-04-13,8,3,0.38,0.3939,0.94,0.1939999999999999,6,0.1671794871794872
2011-04-13,9,2,0.38,0.3939,0.94,0.2239,2,0.06564102564102564
2011-04-13,10,2,0.4,0.4091,0.87,0.1939999999999999,4,0.046153846153846156
2011-04-13,11,2,0.42,0.4242,0.82,0.1939999999999999,4,0.06153846153846154
2011-04-13,13,2,0.44,0.4394,0.77,0.1939999999999999,6,0.06153846153846154
2011-04-13,14,2,0.42,0.4242,0.77,0.2537,24,0.1076923076923077
2011-04-13,15,2,0.44,0.4394,0.72,0.2836,12,0.08205128205128205
2011-04-13,16,1,0.46,0.4545,0.67,0.2836,23,0.14461538461538462
2011-04-13,17,1,0.46,0.4545,0.67,0.2985,25,0.3158974358974359
2011-04-13,19,1,0.44,0.4394,0.62,0.2537,15,0.17846153846153845
2011-04-13,20,1,0.44,0.4394,0.62,0.2537,7,0.1282051282051282
2011-04-13,22,1,0.42,0.4242,0.67,0.1939999999999999,10,0.10051282051282051
2011-04-13,23,1,0.4,0.4091,0.71,0.1343,5,0.06256410256410257
2011-04-14,0,1,0.38,0.3939,0.76,0.1343,3,0.020512820512820513
2011-04-14,1,1,0.38,0.3939,0.76,0.2239,1,0.009230769230769232
2011-04-14,3,1,0.34,0.3333,0.81,0.1343,0,0.0010256410256410256
2011-04-14,4,1,0.34,0.3636,0.76,0.0,1,0.008205128205128205
2011-04-14,5,1,0.34,0.3485,0.76,0.0896,2,0.013333333333333334
2011-04-14,6,1,0.34,0.3485,0.76,0.1045,4,0.07076923076923076
2011-04-14,7,1,0.38,0.3939,0.66,0.0,11,0.19692307692307692
2011-04-14,9,1,0.46,0.4545,0.51,0.1343,18,0.17333333333333334
2011-04-14,11,1,0.52,0.5,0.45,0.1642,28,0.11692307692307692
2011-04-14,13,1,0.56,0.5303,0.37,0.2239,38,0.16205128205128205
2011-04-14,15,1,0.6,0.6212,0.31,0.0896,57,0.14461538461538462
2011-04-14,16,1,0.6,0.6061,0.26,0.1045,49,0.20615384615384616
2011-04-14,17,1,0.6,0.6061,0.28,0.0,50,0.39692307692307693
2011-04-14,18,1,0.56,0.5303,0.3,0.0,47,0.3446153846153846
2011-04-14,19,1,0.54,0.5152,0.32,0.0,37,0.26461538461538464
2011-04-14,20,1,0.5,0.4848,0.51,0.1939999999999999,22,0.1723076923076923
2011-04-14,21,1,0.46,0.4545,0.63,0.1343,19,0.1476923076923077
2011-04-14,23,1,0.46,0.4545,0.59,0.1045,7,0.04717948717948718
2011-04-15,0,1,0.44,0.4394,0.67,0.0,6,0.02666666666666667
2011-04-15,1,1,0.44,0.4394,0.62,0.0,6,0.014358974358974359
2011-04-15,6,1,0.36,0.3636,0.81,0.0896,5,0.04717948717948718
2011-04-15,7,1,0.4,0.4091,0.71,0.1642,10,0.1517948717948718
2011-04-15,8,1,0.44,0.4394,0.62,0.2985,21,0.30666666666666664
2011-04-15,9,1,0.5,0.4848,0.55,0.1939999999999999,16,0.18153846153846154
2011-04-15,11,1,0.52,0.5,0.55,0.1939999999999999,41,0.13846153846153847
2011-04-15,13,1,0.54,0.5152,0.52,0.2537,47,0.1835897435897436
2011-04-15,14,1,0.54,0.5152,0.52,0.2537,57,0.16615384615384615
2011-04-15,16,1,0.52,0.5,0.55,0.4925,70,0.24820512820512822
2011-04-15,17,2,0.5,0.4848,0.63,0.3881,64,0.3384615384615385
2011-04-15,19,1,0.42,0.4242,0.77,0.3881,41,0.21333333333333335
2011-04-15,20,2,0.4,0.4091,0.76,0.3284,26,0.12
2011-04-15,21,2,0.4,0.4091,0.76,0.2985,25,0.10358974358974359
2011-04-15,22,2,0.38,0.3939,0.82,0.3881,16,0.08102564102564103
2011-04-16,0,2,0.36,0.3485,0.81,0.2239,7,0.043076923076923075
2011-04-16,1,2,0.36,0.3333,0.87,0.2836,5,0.03282051282051282
2011-04-16,2,2,0.36,0.3485,0.87,0.1343,5,0.02358974358974359
2011-04-16,3,2,0.36,0.3485,0.87,0.1642,5,0.013333333333333334
2011-04-16,4,2,0.36,0.3485,0.87,0.2239,1,0.0041025641025641026
2011-04-16,5,2,0.38,0.3939,0.87,0.2836,1,0.003076923076923077
2011-04-16,6,3,0.4,0.4091,0.82,0.3284,1,0.009230769230769232
2011-04-16,7,2,0.4,0.4091,0.82,0.4179,3,0.020512820512820513
2011-04-16,8,3,0.4,0.4091,0.87,0.3582,7,0.04512820512820513
2011-04-16,10,3,0.42,0.4242,0.94,0.3881,1,0.021538461538461538
2011-04-16,11,3,0.42,0.4242,0.94,0.4478,4,0.03076923076923077
2011-04-16,12,2,0.46,0.4545,0.88,0.5821,6,0.031794871794871796
2011-04-16,14,3,0.52,0.5,0.83,0.5821,14,0.06358974358974359
2011-04-16,15,3,0.52,0.5,0.83,0.5821,16,0.07897435897435898
2011-04-16,17,3,0.5,0.4848,0.88,0.5821,1,0.014358974358974359
2011-04-16,20,3,0.44,0.4394,0.94,0.2239,4,0.05333333333333334
2011-04-17,1,1,0.42,0.4242,0.67,0.2239,6,0.03076923076923077
2011-04-17,4,1,0.36,0.3636,0.76,0.1045,2,0.006153846153846154
2011-04-17,10,1,0.42,0.4242,0.44,0.4478,91,0.2153846153846154
2011-04-17,11,1,0.46,0.4545,0.41,0.4179,119,0.31076923076923074
2011-04-17,12,1,0.46,0.4545,0.38,0.3881,167,0.36205128205128206
2011-04-17,13,1,0.5,0.4848,0.34,0.3881,181,0.3507692307692308
2011-04-17,14,1,0.52,0.5,0.34,0.3881,170,0.36923076923076925
2011-04-17,15,1,0.54,0.5152,0.32,0.5224,179,0.39692307692307693
2011-04-17,16,1,0.54,0.5152,0.3,0.3582,161,0.3507692307692308
2011-04-17,18,1,0.56,0.5303,0.3,0.3881,102,0.28307692307692306
2011-04-17,19,1,0.56,0.5303,0.3,0.2985,75,0.21435897435897436
2011-04-17,22,1,0.5,0.4848,0.39,0.1045,21,0.07076923076923076
2011-04-18,0,1,0.46,0.4545,0.47,0.0896,15,0.038974358974358976
2011-04-18,1,1,0.46,0.4545,0.47,0.1343,11,0.018461538461538463
2011-04-18,2,1,0.42,0.4242,0.67,0.1045,14,0.015384615384615385
2011-04-18,5,1,0.4,0.4091,0.76,0.0896,0,0.015384615384615385
2011-04-18,8,1,0.46,0.4545,0.63,0.0,20,0.3035897435897436
2011-04-18,10,2,0.52,0.5,0.55,0.1045,41,0.11076923076923077
2011-04-18,12,2,0.56,0.5303,0.49,0.0896,60,0.18769230769230769
2011-04-18,14,2,0.58,0.5455,0.49,0.1939999999999999,49,0.14666666666666667
2011-04-18,15,2,0.6,0.6212,0.43,0.1939999999999999,64,0.1794871794871795
2011-04-18,16,1,0.6,0.6212,0.46,0.2836,40,0.20923076923076922
2011-04-18,17,1,0.58,0.5455,0.49,0.2836,66,0.4379487179487179
2011-04-18,18,1,0.64,0.6212,0.31,0.3582,41,0.37025641025641026
2011-04-18,19,1,0.56,0.5303,0.46,0.2537,42,0.2923076923076923
2011-04-18,20,1,0.6,0.6212,0.33,0.2985,29,0.1682051282051282
2011-04-18,22,1,0.52,0.5,0.55,0.2836,9,0.09128205128205129
2011-04-18,23,1,0.5,0.4848,0.59,0.2537,11,0.046153846153846156
2011-04-19,2,1,0.46,0.4545,0.67,0.2836,8,0.012307692307692308
2011-04-19,4,1,0.46,0.4545,0.67,0.0896,1,0.0041025641025641026
2011-04-19,5,2,0.46,0.4545,0.72,0.1939999999999999,1,0.017435897435897435
2011-04-19,6,2,0.48,0.4697,0.67,0.0,2,0.06564102564102564
2011-04-19,7,2,0.52,0.5,0.55,0.0,22,0.19179487179487179
2011-04-19,8,2,0.5,0.4848,0.68,0.1343,20,0.358974358974359
2011-04-19,10,2,0.5,0.4848,0.72,0.2239,15,0.0758974358974359
2011-04-19,11,2,0.54,0.5152,0.68,0.1642,19,0.07282051282051281
2011-04-19,12,2,0.54,0.5152,0.64,0.0896,19,0.10461538461538461
2011-04-19,13,2,0.54,0.5152,0.68,0.2239,26,0.13128205128205128
2011-04-19,15,2,0.54,0.5152,0.65,0.1642,44,0.12923076923076923
2011-04-19,16,1,0.56,0.5303,0.52,0.2985,30,0.19589743589743588
2011-04-19,17,1,0.56,0.5303,0.6,0.1045,39,0.4205128205128205
2011-04-19,18,2,0.54,0.5152,0.64,0.1343,44,0.4307692307692308
2011-04-19,22,1,0.48,0.4697,0.77,0.0896,3,0.11384615384615385
2011-04-19,23,1,0.46,0.4545,0.88,0.0896,11,0.052307692307692305
2011-04-20,1,1,0.42,0.4242,0.94,0.1642,2,0.006153846153846154
2011-04-20,2,1,0.42,0.4242,0.94,0.1642,0,0.0010256410256410256
2011-04-20,4,1,0.4,0.4091,1.0,0.1045,5,0.008205128205128205
2011-04-20,6,1,0.42,0.4242,0.94,0.1642,2,0.06461538461538462
2011-04-20,7,1,0.44,0.4394,0.94,0.0,26,0.24205128205128204
2011-04-20,8,1,0.62,0.6061,0.69,0.4627,22,0.40512820512820513
2011-04-20,13,1,0.7,0.6515,0.48,0.3881,42,0.18051282051282053
2011-04-20,15,2,0.76,0.6667,0.35,0.3582,32,0.1476923076923077
2011-04-20,17,2,0.74,0.6515,0.37,0.4179,34,0.442051282051282
2011-04-20,18,1,0.74,0.6515,0.3,0.3582,56,0.4512820512820513
2011-04-20,19,1,0.7,0.6364,0.32,0.2537,74,0.39179487179487177
2011-04-20,20,1,0.68,0.6212,0.32,0.1045,31,0.22974358974358974
2011-04-20,22,1,0.62,0.6212,0.41,0.2537,12,0.11897435897435897
2011-04-21,1,1,0.52,0.5,0.45,0.2239,6,0.02564102564102564
2011-04-21,4,2,0.44,0.4394,0.54,0.4478,2,0.005128205128205128
2011-04-21,5,2,0.42,0.4242,0.54,0.5522,0,0.013333333333333334
2011-04-21,6,2,0.4,0.4091,0.58,0.5821,2,0.0758974358974359
2011-04-21,7,2,0.42,0.4242,0.47,0.4627,15,0.20205128205128206
2011-04-21,9,2,0.42,0.4242,0.47,0.2836,18,0.2
2011-04-21,10,1,0.42,0.4242,0.44,0.3582,25,0.09948717948717949
2011-04-21,11,1,0.44,0.4394,0.41,0.2836,34,0.13538461538461538
2011-04-21,14,1,0.5,0.4848,0.34,0.3881,68,0.23282051282051283
2011-04-21,15,1,0.52,0.5,0.29,0.4179,69,0.24
2011-04-21,17,1,0.5,0.4848,0.29,0.1642,79,0.49230769230769234
2011-04-21,18,1,0.5,0.4848,0.25,0.2836,71,0.4625641025641026
2011-04-21,19,1,0.46,0.4545,0.28,0.2836,52,0.3312820512820513
2011-04-21,20,1,0.44,0.4394,0.3,0.1343,28,0.2082051282051282
2011-04-21,21,1,0.42,0.4242,0.47,0.1939999999999999,25,0.18769230769230769
2011-04-21,22,1,0.42,0.4242,0.38,0.0896,31,0.13948717948717948
2011-04-21,23,1,0.4,0.4091,0.43,0.1045,13,0.10051282051282051
2011-04-22,2,1,0.36,0.3333,0.53,0.2985,2,0.008205128205128205
2011-04-22,3,1,0.36,0.3333,0.53,0.2985,0,0.0010256410256410256
2011-04-22,5,1,0.34,0.3182,0.53,0.2239,0,0.015384615384615385
2011-04-22,6,1,0.34,0.3182,0.53,0.2836,2,0.04923076923076923
2011-04-22,7,2,0.34,0.3182,0.53,0.2836,5,0.1835897435897436
2011-04-22,10,2,0.36,0.3485,0.62,0.1939999999999999,32,0.13846153846153847
2011-04-22,11,3,0.34,0.3333,0.66,0.1939999999999999,23,0.1076923076923077
2011-04-22,16,3,0.34,0.3333,0.87,0.1343,4,0.06256410256410257
2011-04-22,17,3,0.32,0.303,0.93,0.2239,6,0.06974358974358974
2011-04-22,18,3,0.32,0.303,0.93,0.2239,4,0.05128205128205128
2011-04-22,20,3,0.32,0.303,0.87,0.2239,8,0.04717948717948718
2011-04-22,21,3,0.3,0.303,0.93,0.1642,5,0.027692307692307693
2011-04-22,22,3,0.3,0.303,1.0,0.1343,3,0.02358974358974359
2011-04-23,0,2,0.32,0.3182,1.0,0.1939999999999999,0,0.017435897435897435
2011-04-23,3,3,0.32,0.3333,1.0,0.0896,0,0.003076923076923077
2011-04-23,4,3,0.34,0.3636,1.0,0.0,2,0.0041025641025641026
2011-04-23,5,3,0.34,0.3636,1.0,0.0,1,0.006153846153846154
2011-04-23,6,2,0.34,0.3333,1.0,0.1642,0,0.010256410256410256
2011-04-23,7,3,0.34,0.3333,1.0,0.1642,2,0.018461538461538463
2011-04-23,9,2,0.38,0.3939,0.94,0.2985,13,0.06871794871794872
2011-04-23,10,2,0.42,0.4242,0.88,0.2239,36,0.13128205128205128
2011-04-23,11,2,0.46,0.4545,0.88,0.2239,68,0.23692307692307693
2011-04-23,12,1,0.52,0.5,0.83,0.4179,94,0.29743589743589743
2011-04-23,13,1,0.52,0.5,0.83,0.3881,126,0.318974358974359
2011-04-23,16,1,0.6,0.5909,0.73,0.2836,180,0.4358974358974359
2011-04-23,18,1,0.58,0.5455,0.78,0.1939999999999999,149,0.38461538461538464
2011-04-23,23,2,0.54,0.5152,0.88,0.1642,31,0.11897435897435897
2011-04-24,0,1,0.52,0.5,0.83,0.2239,30,0.09743589743589744
2011-04-24,2,1,0.5,0.4848,0.88,0.1939999999999999,27,0.07282051282051281
2011-04-24,3,1,0.5,0.4848,0.94,0.0896,4,0.02358974358974359
2011-04-24,5,1,0.5,0.4848,0.94,0.0896,5,0.011282051282051283
2011-04-24,6,2,0.5,0.4848,1.0,0.0,10,0.012307692307692308
2011-04-24,7,2,0.5,0.4848,1.0,0.0,16,0.02666666666666667
2011-04-24,9,1,0.56,0.5303,0.88,0.2537,73,0.18051282051282053
2011-04-24,12,1,0.68,0.6364,0.65,0.2537,168,0.39692307692307693
2011-04-24,14,1,0.7,0.6515,0.54,0.3284,197,0.4297435897435897
2011-04-24,15,1,0.66,0.6212,0.61,0.2537,167,0.37743589743589745
2011-04-24,16,1,0.74,0.6667,0.48,0.3881,162,0.3671794871794872
2011-04-24,17,1,0.66,0.6212,0.65,0.2985,142,0.3384615384615385
2011-04-24,19,3,0.6,0.5606,0.83,0.2836,62,0.19794871794871796
2011-04-24,21,3,0.54,0.5152,0.94,0.1642,8,0.06153846153846154
2011-04-25,0,3,0.52,0.5,1.0,0.0,2,0.011282051282051283
2011-04-25,1,1,0.54,0.5152,1.0,0.0896,2,0.009230769230769232
2011-04-25,2,1,0.54,0.5152,1.0,0.0896,1,0.009230769230769232
2011-04-25,3,2,0.5,0.4848,1.0,0.1045,2,0.009230769230769232
2011-04-25,4,2,0.52,0.5,1.0,0.0,1,0.0041025641025641026
2011-04-25,5,2,0.46,0.4545,1.0,0.0,3,0.01641025641025641
2011-04-25,6,2,0.5,0.4848,1.0,0.0,7,0.06666666666666667
2011-04-25,7,2,0.52,0.5,1.0,0.0896,13,0.2
2011-04-25,8,1,0.56,0.5303,0.88,0.1045,27,0.36102564102564105
2011-04-25,9,1,0.6,0.5606,0.83,0.1343,27,0.17743589743589744
2011-04-25,11,1,0.64,0.6061,0.73,0.2239,53,0.14974358974358976
2011-04-25,12,1,0.66,0.6212,0.74,0.2537,48,0.19179487179487179
2011-04-25,15,1,0.74,0.6667,0.51,0.2239,50,0.17846153846153845
2011-04-25,16,1,0.7,0.6515,0.54,0.3582,41,0.2441025641025641
2011-04-25,17,1,0.7,0.6515,0.54,0.2985,80,0.5333333333333333
2011-04-25,18,1,0.68,0.6364,0.57,0.3582,74,0.5107692307692308
2011-04-25,19,1,0.66,0.6212,0.57,0.3284,62,0.39076923076923076
2011-04-25,21,1,0.62,0.6061,0.69,0.2537,41,0.19384615384615383
2011-04-25,23,1,0.58,0.5455,0.78,0.2836,9,0.06256410256410257
2011-04-26,0,1,0.62,0.6061,0.69,0.2836,10,0.02666666666666667
2011-04-26,1,1,0.62,0.5909,0.73,0.2836,16,0.020512820512820513
2011-04-26,2,1,0.56,0.5303,0.83,0.3284,17,0.02564102564102564
2011-04-26,3,1,0.54,0.5152,0.88,0.2836,17,0.020512820512820513
2011-04-26,4,1,0.56,0.5303,0.83,0.2537,2,0.005128205128205128
